name,instance,run_id,test_pretraining/macro_example/recall,threshold_incremental,test_incremental_organization-company/macro_types/f1,test_incremental_organization-company-news/macro_types/precision,test_pretraining/macro_types/precision,test_incremental/macro_example_exclusive/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_only/macro_example/precision,test_incremental/macro_example/f1,test_incremental_only/macro_types/f1,test_pretraining/macro_types/recall,test_incremental/macro_example/recall,test/macro_types/recall,test_incremental/micro/recall,test/macro_example/precision,test_incremental/macro_example_exclusive/precision,test/micro/f1,test/macro_types/precision,test_incremental/macro_types/recall,test_incremental_only/macro_example_exclusive/precision,test_incremental_organization-company-news/macro_types/f1,test_incremental_organization-company/macro_types/precision,test_pretraining/macro_types/f1,test_pretraining/macro_example/f1,test_incremental_only/macro_example_exclusive/recall,test_pretraining/micro/recall,test/macro_example/recall,test_incremental/macro_types/precision,test/macro_example/f1,test_incremental/macro_example_exclusive/f1,test_incremental_organization-company-broadcast/macro_types/f1,test/macro_types/f1,test/micro/precision,test_incremental/micro/f1,test_incremental_only/micro/f1,test_incremental_only/micro/recall,test_incremental_only/macro_example/recall,test_incremental_organization-company-news/macro_types/recall,epoch,test_incremental_organization-company-broadcast/macro_types/precision,test_incremental_only/macro_types/recall,test_incremental/macro_types/f1,test_pretraining/micro/precision,test_incremental_organization-company-broadcast/macro_types/recall,threshold_pretraining,test_incremental_only/macro_example/f1,test_incremental/micro/precision,test_incremental_only/micro/precision,test/micro/recall,test_pretraining/macro_example/precision,test_incremental/macro_example/precision,test_pretraining/micro/f1,test_incremental_only/macro_types/precision,test_incremental_organization-company/macro_types/recall
smart_init_box_adapter_bert_ms,1,ifwgrwsx,0.804149866104126,0.37,0.7392550110816956,0.3888888955116272,0.7381582260131836,0.7368420958518982,0.7085426449775696,0.023186974227428436,0.05999094247817993,0.5722441077232361,0.673292875289917,0.06216082721948624,0.673292875289917,0.7588932514190674,0.8523572683334351,0.6871345043182373,0.8139581084251404,0.7381582260131836,0.786932110786438,0.6714285612106323,0.4929577112197876,0.7247191071510315,0.7042350769042969,0.827552080154419,0.75,0.7932374477386475,0.804149866104126,0.5378693342208862,0.827552080154419,0.7111206650733948,0.6511627435684204,0.7042350769042969,0.8357903361320496,0.6655112504959106,0.5526315569877625,0.7682926654815674,0.02590034529566765,0.6730769276618958,31,0.5,0.803205132484436,0.6389887928962708,0.8357903361320496,0.9333333373069764,0.26,0.024468665942549706,0.5925925970077515,0.4315068423748016,0.7932374477386475,0.8523572683334351,0.05796743929386139,0.8139581084251404,0.4444444477558136,0.7543859481811523
smart_init_box_adapter_bert_ms,0,j2vtq492,0.8017736673355103,0.42,0.7392550110816956,0.3859649002552033,0.7392990589141846,0.6851851940155029,0.545845091342926,0.0194869264960289,0.05978798493742943,0.4987431764602661,0.6620684266090393,0.057802993804216385,0.6620684266090393,0.6719367504119873,0.854622483253479,0.7339180707931519,0.8140350580215454,0.7392990589141846,0.6035987734794617,0.5642857551574707,0.40366968512535095,0.7247191071510315,0.6985556483268738,0.8273549675941467,0.5285714864730835,0.7889623045921326,0.8017736673355103,0.5565025210380554,0.8273549675941467,0.7087148427963257,0.59375,0.6985556483268738,0.8407537937164307,0.6513410210609436,0.47398841381073,0.5,0.018253576010465625,0.42307692766189575,28,0.5588235259056091,0.528205156326294,0.579094648361206,0.8407537937164307,0.6333333253860474,0.26,0.018850097432732586,0.6319702863693237,0.450549453496933,0.7889623045921326,0.854622483253479,0.06191415712237358,0.8140350580215454,0.4723942279815674,0.7543859481811523
no_init_kenn_hybrid_adapter_bert_ms,2,osxeicnn,0.8602410554885864,0.79,0.7480106353759766,0.32786884903907776,0.8455860018730164,0.7465887069702148,0.5835365653038025,0.021460285410284996,0.06116420775651932,0.4873112738132477,0.8053215146064758,0.06298305839300156,0.8053215146064758,0.731225311756134,0.8609168529510498,0.7046783566474915,0.8493310213088989,0.8455860018730164,0.6697255969047546,0.6214286088943481,0.3539822995662689,0.6844660043716431,0.8249627351760864,0.8605787754058838,0.550000011920929,0.8511465191841125,0.8602410554885864,0.504111647605896,0.8605787754058838,0.7250284552574158,0.6153846383094788,0.8249627351760864,0.8475232124328613,0.6514084339141846,0.4607329666614533,0.5365853905677795,0.01899358630180359,0.3846153914928436,21,0.5,0.5923076868057251,0.5752356052398682,0.8475232124328613,0.800000011920929,0.33,0.02015173062682152,0.5873016119003296,0.40366971492767334,0.8511465191841125,0.8609168529510498,0.05944745987653732,0.8493310213088989,0.4139344096183777,0.8245614171028137
no_init_kenn_top_down_adapter_bert_ms,2,n1t7v3qb,0.8609082698822021,0.68,0.7480106353759766,0.3164556920528412,0.8451605439186096,0.7660818099975586,0.6798803806304932,0.024913664907217022,0.06134431064128876,0.5047256946563721,0.8086443543434143,0.06462752819061279,0.8086443543434143,0.7588932514190674,0.8597986698150635,0.6920077800750732,0.8487955927848816,0.8451605439186096,0.7239991426467896,0.7214285731315613,0.38167938590049744,0.6844660043716431,0.826499342918396,0.8603531122207642,0.6428571939468384,0.8525068163871765,0.8609082698822021,0.4971626102924347,0.8603531122207642,0.7271631956100464,0.6265060305595398,0.826499342918396,0.8451165556907654,0.6497461795806885,0.47663551568984985,0.6219512224197388,0.022200295701622963,0.48076921701431274,21,0.49056604504585266,0.6737179756164551,0.5895128846168518,0.8451165556907654,0.8666666746139526,0.33,0.02347884513437748,0.5680473446846008,0.3863636255264282,0.8525068163871765,0.8597986698150635,0.05837855488061905,0.8487955927848816,0.4035108685493469,0.8245614171028137
no_init_kenn_bottom_up_adapter_bert_ms,2,60o9v8tr,0.8613816499710083,0.35000000000000003,0.7480106353759766,0.28999999165534973,0.8412478566169739,0.7797271013259888,0.717697262763977,0.02516033500432968,0.0589238703250885,0.43266889452934265,0.8108944892883301,0.06577865779399872,0.8108944892883301,0.7786561250686646,0.8563458919525146,0.6325536370277405,0.8455910682678223,0.8412478566169739,0.7607512474060059,0.7285714745521545,0.3815789520740509,0.6844660043716431,0.8257923722267151,0.8588563799858093,0.7071428894996643,0.8534784317016602,0.8613816499710083,0.4332557320594787,0.8588563799858093,0.6984719038009644,0.4778760969638825,0.8257923722267151,0.8378481268882751,0.6137071847915649,0.4226415157318115,0.6829268336296082,0.02442032471299171,0.557692289352417,20,0.3253012001514435,0.7288461327552795,0.5520902872085571,0.8378481268882751,0.8999999761581421,0.33,0.024784807115793228,0.5064267516136169,0.3060109317302704,0.8534784317016602,0.8563458919525146,0.05336293205618858,0.8455910682678223,0.3076505959033966,0.8245614171028137
no_init_kenn_hybrid_adapter_bert_ms,1,17l4a5mo,0.861609160900116,0.5700000000000001,0.7480106353759766,0.3191489279270172,0.8409437537193298,0.7836257219314575,0.7249824404716492,0.024913664907217022,0.05740796402096749,0.4268683195114136,0.8112869262695312,0.06610754877328873,0.8112869262695312,0.782608687877655,0.8556222915649414,0.6013644933700562,0.8452140092849731,0.8409437537193298,0.7671615481376648,0.721428632736206,0.4109588861465454,0.6844660043716431,0.825849175453186,0.8586052656173706,0.7285714149475098,0.8536727428436279,0.861609160900116,0.4282883405685425,0.8586052656173706,0.6805025339126587,0.4285714030265808,0.825849175453186,0.8369213342666626,0.6101694703102112,0.419117659330368,0.6951219439506531,0.02516033500432968,0.5769230723381042,18,0.28125,0.7384614944458008,0.5496948957443237,0.8369213342666626,0.8999999761581421,0.33,0.025036392733454704,0.5,0.30000001192092896,0.8536727428436279,0.8556222915649414,0.05073178559541702,0.8452140092849731,0.3001994490623474,0.8245614171028137
no_init_kenn_top_down_adapter_bert_ms,1,gq6ch3v2,0.8620147705078125,0.5700000000000001,0.7480106353759766,0.3008849620819092,0.8397152423858643,0.7943469882011414,0.7339805960655212,0.02417365461587906,0.05688448250293732,0.40302905440330505,0.8135371208190918,0.0670119971036911,0.8135371208190918,0.8023715615272522,0.8531773686408997,0.5857700109481812,0.8429323434829712,0.8397152423858643,0.8039136528968811,0.7000000476837158,0.4121212363243103,0.6844660043716431,0.8264188766479492,0.857573390007019,0.7714285850524902,0.8546443581581116,0.8620147705078125,0.4082224369049072,0.857573390007019,0.6742973923683167,0.3809523582458496,0.8264188766479492,0.831537127494812,0.5892597436904907,0.39743590354919434,0.7560975551605225,0.026640353724360463,0.6538461446762085,12,0.23931623995304108,0.79358971118927,0.5414831042289734,0.831537127494812,0.9333333373069764,0.33,0.025347132235765457,0.4655963182449341,0.269565224647522,0.8546443581581116,0.8531773686408997,0.04941621422767639,0.8429323434829712,0.27010059356689453,0.8245614171028137
no_init_kenn_bottom_up_adapter_bert_ms,1,65bquulh,0.8623162508010864,0.33,0.7480106353759766,0.32478633522987366,0.8406686782836914,0.8031189441680908,0.7769331932067871,0.025653675198554993,0.05774962529540062,0.43159064650535583,0.8144266605377197,0.06775201112031937,0.8144266605377197,0.8142292499542236,0.8543801307678223,0.5964912176132202,0.8443165421485901,0.8406686782836914,0.8184435963630676,0.7428572177886963,0.4497041404247284,0.6844660043716431,0.8273396492004395,0.8583298921585083,0.8142857551574707,0.8552273511886597,0.8623162508010864,0.4237961173057556,0.8583298921585083,0.6845526099205017,0.4060150384902954,0.8273396492004395,0.8336806297302246,0.606774628162384,0.4304635524749756,0.792682945728302,0.02812037244439125,0.7307692170143127,18,0.26213592290878296,0.8153846263885498,0.5584320425987244,0.8336806297302246,0.8999999761581421,0.33,0.02683044783771038,0.4835680723190307,0.2954545319080353,0.8552273511886597,0.8543801307678223,0.05032067000865936,0.8443165421485901,0.2934611439704895,0.8245614171028137
no_init_kenn_hybrid_adapter_bert_ms,0,5jk723mn,0.8609952330589294,0.61,0.7480106353759766,0.4193548262119293,0.8459475040435791,0.7690058350563049,0.6845238208770752,0.02466699481010437,0.06261955201625824,0.5223783254623413,0.8090368509292603,0.06487420201301575,0.8090368509292603,0.7628458738327026,0.8613920211791992,0.7173489332199097,0.8497289419174194,0.8459475040435791,0.7304094433784485,0.7142857313156128,0.4561403691768646,0.6844660043716431,0.8270805478096008,0.8611935377120972,0.6571428775787354,0.8527011275291443,0.8609952330589294,0.5100167989730835,0.8611935377120972,0.7422797083854675,0.5714285969734192,0.8270805478096008,0.8467773199081421,0.6632301807403564,0.5073171257972717,0.6341463327407837,0.022693637758493423,0.5,30,0.4262295067310333,0.6833333373069763,0.6006339192390442,0.8467773199081421,0.8666666746139526,0.33,0.02363920398056507,0.5866261124610901,0.42276424169540405,0.8527011275291443,0.8613920211791992,0.060516357421875,0.8497289419174194,0.4227921664714813,0.8245614171028137
no_init_kenn_top_down_adapter_bert_ms,0,fzkf30lw,0.8612145185470581,0.59,0.7480106353759766,0.4029850661754608,0.845392107963562,0.7748538255691528,0.7131428718566895,0.025653675198554993,0.06275966763496399,0.5190629363059998,0.810109555721283,0.06536753475666046,0.810109555721283,0.7707509994506836,0.8609561920166016,0.7153996229171753,0.8493760228157043,0.845392107963562,0.7479307651519775,0.7428571581840515,0.4537815451622009,0.6844660043716431,0.8273748755455017,0.8610852956771851,0.6857143044471741,0.8530897498130798,0.8612145185470581,0.5009452700614929,0.8610852956771851,0.7439407110214233,0.5684210062026978,0.8273748755455017,0.8456944823265076,0.6598984599113464,0.5046728849411011,0.6585366129875183,0.023680314421653748,0.5192307829856873,30,0.4153846204280853,0.7096153497695923,0.6000152826309204,0.8456944823265076,0.8999999761581421,0.33,0.024627527222037315,0.5769230723381042,0.40909090638160706,0.8530897498130798,0.8609561920166016,0.060351915657520294,0.8493760228157043,0.409184843301773,0.8245614171028137
no_init_kenn_bottom_up_adapter_bert_ms,0,15zs3hjz,0.8607869148254395,0.5,0.7480106353759766,0.4642857015132904,0.8476141095161438,0.7660818099975586,0.6702128052711487,0.02417365461587906,0.06375249475240707,0.5469084978103638,0.8083565831184387,0.06462752819061279,0.8083565831184387,0.7588932514190674,0.8625302314758301,0.7456139922142029,0.8506059050559998,0.8476141095161438,0.7192983031272888,0.7000000476837158,0.4814814627170563,0.6844660043716431,0.8275200128555298,0.8616576790809631,0.6428571939468384,0.8525068163871765,0.8607869148254395,0.5372382402420044,0.8616576790809631,0.7557092905044556,0.5952380895614624,0.8275200128555298,0.8487134575843811,0.6748681664466858,0.5312499403953552,0.6219512224197388,0.022200297564268112,0.5,31,0.46296295523643494,0.6666666269302368,0.6150789260864258,0.8487134575843811,0.8333333134651184,0.33,0.02314499020576477,0.607594907283783,0.4636363685131073,0.8525068163871765,0.8625302314758301,0.0629008412361145,0.8506059050559998,0.4636243283748626,0.8245614171028137
smart_init_classifier_adapter_bert_ms,2,idt4vfy9,0.8610469102859497,0.49,0.7480106353759766,0.32098764181137085,0.8437997698783875,0.7680312395095825,0.6673796772956848,0.023680314421653748,0.06187032163143158,0.4802073836326599,0.8090368509292603,0.0647919774055481,0.8090368509292603,0.7628458738327026,0.8591814041137695,0.7017543315887451,0.8480865955352783,0.8437997698783875,0.7304094433784485,0.6857143044471741,0.3909774422645569,0.6844660043716431,0.8260527849197388,0.8601131439208984,0.6499999761581421,0.8527011275291443,0.8610469102859497,0.47493618726730347,0.8601131439208984,0.7333984971046448,0.5652173757553101,0.8260527849197388,0.8435217142105103,0.6411960124969482,0.4622222185134888,0.6341463327407837,0.02244696579873562,0.5,20,0.4193548262119293,0.6833333373069763,0.5755990147590637,0.8435217142105103,0.8666666746139526,0.33,0.023047149181365967,0.5530086159706116,0.3636363744735718,0.8527011275291443,0.8591814041137695,0.05920078977942467,0.8480865955352783,0.3701712489128113,0.8245614171028137
smart_init_classifier_adapter_bert_ms,1,z1go017d,0.8623162508010864,0.36000000000000004,0.7480106353759766,0.3140496015548706,0.8409618139266968,0.8031189441680908,0.7846753597259521,0.026147015392780304,0.05923673138022423,0.4393063485622406,0.8144266605377197,0.06775201112031937,0.8144266605377197,0.8142292499542236,0.8549422025680542,0.623781681060791,0.8447216749191284,0.8409618139266968,0.8184435963630676,0.7571429014205933,0.4393063485622406,0.6844660043716431,0.8274815678596497,0.8586133718490601,0.8142857551574707,0.8552273511886597,0.8623162508010864,0.4285832643508911,0.8586133718490601,0.7021805047988892,0.43548384308815,0.8274815678596497,0.8344709873199463,0.6112759113311768,0.4377104341983795,0.792682945728302,0.02812037244439125,0.7307692170143127,18,0.28723403811454773,0.8153846263885498,0.5625720024108887,0.8344709873199463,0.8999999761581421,0.33,0.02709781378507614,0.489311158657074,0.302325576543808,0.8552273511886597,0.8549422025680542,0.052622921764850616,0.8447216749191284,0.30064183473587036,0.8245614171028137
smart_init_classifier_adapter_bert_ms,0,kjhrg5om,0.8621271848678589,0.24,0.7480106353759766,0.26446279883384705,0.8382247090339661,0.7972710132598877,0.7271080613136292,0.023186976090073586,0.05472388118505478,0.362369179725647,0.8141127824783325,0.06725867092609406,0.8141127824783325,0.8023715615272522,0.8509138822555542,0.5467836260795593,0.8397937417030334,0.8382247090339661,0.8133153915405273,0.6714285612106323,0.36994218826293945,0.6844660043716431,0.8259928226470947,0.8564838171005249,0.7928571701049805,0.8546443581581116,0.8621271848678589,0.383877158164978,0.8564838171005249,0.6486859917640686,0.33707863092422485,0.8259928226470947,0.8254504799842834,0.557692289352417,0.3532763421535492,0.7560975551605225,0.027380364015698433,0.6153846383094788,12,0.20270270109176636,0.807692289352417,0.5215756297111511,0.8254504799842834,1.0,0.33,0.025109799578785896,0.4273684322834015,0.230483278632164,0.8546443581581116,0.8509138822555542,0.046127282083034515,0.8397937417030334,0.2335827499628067,0.8245614171028137
