name,instance,run_id,test_incremental/micro/precision,test_incremental_only/macro_types/recall,test_incremental_only/macro_example_exclusive/f1,test_incremental_government-political_party/macro_types/f1,test_incremental_only/macro_example/precision,test_incremental_government-government/macro_types/f1,threshold_incremental,threshold_pretraining,test_incremental/micro/f1,test_pretraining/micro/f1,test_pretraining/macro_example/f1,test_incremental/macro_types/precision,test_incremental_only/micro/f1,test_pretraining/macro_example/precision,test_incremental_only/macro_types/precision,test/micro/f1,test_incremental/macro_example/recall,test_incremental_government-political_party/macro_types/recall,test_incremental/macro_example_exclusive/precision,epoch,test/micro/recall,test/macro_example/f1,test/macro_types/precision,test_pretraining/macro_types/f1,test_incremental_only/macro_example/recall,test/macro_types/f1,test_incremental/macro_types/f1,test_incremental_only/micro/recall,test_incremental/macro_example/precision,test_incremental_government-political_party/macro_types/precision,test/macro_example/precision,test_incremental_only/macro_types/f1,test_pretraining/macro_types/precision,test_incremental_government-government/macro_types/recall,test_pretraining/micro/recall,test_pretraining/micro/precision,test_incremental_only/macro_example_exclusive/recall,test_incremental_only/micro/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental/micro/recall,test_incremental/macro_types/recall,test/macro_types/recall,test_incremental_government/macro_types/precision,test_pretraining/macro_types/recall,test_incremental_government/macro_types/recall,test_incremental_government/macro_types/f1,test_incremental/macro_example_exclusive/recall,test_incremental/macro_example/f1,test/macro_example/recall,test_pretraining/macro_example/recall,test_incremental_only/macro_example/f1,test/micro/precision,test_incremental/macro_example_exclusive/f1,test_incremental_government-government/macro_types/precision
no_init_box_kenn_horizontal_adapter_bert_ms,1,b9081o6p,0.93478262424469,0.8022727370262146,0.7878787517547607,0.901098906993866,0.027139876037836075,0.7872341275215149,0.02,0.25,0.9005235433578491,0.8915926814079285,0.9138435125350952,0.9267474412918092,0.8432432413101196,0.9238054156303406,0.9105291962623596,0.8915926814079285,0.0299234539270401,0.931818187236786,0.9898989796638488,34,0.8785914778709412,0.9138435125350952,0.8910282850265503,0.8516862988471985,0.027139876037836075,0.8516862988471985,0.8874484896659851,0.7878788113594055,0.03409881889820099,0.8723404407501221,0.9238054156303406,0.852979838848114,0.8910282850265503,0.6727272868156433,0.8785914778709412,0.904984414577484,0.7878787517547607,0.9069767594337464,0.7878787517547607,0.868686854839325,0.8513468503952026,0.8156715631484985,0.9591836929321288,0.8156715631484985,0.9494949579238892,0.9543147087097168,0.8686869144439697,0.03187498450279236,0.9040942192077636,0.9040942192077636,0.027139876037836075,0.904984414577484,0.9253404140472412,0.9487179517745972
no_init_box_kenn_horizontal_adapter_bert_ms,0,23uyrw2v,0.9532163739204408,0.7000000476837158,0.696969747543335,0.8421052694320679,0.02400835044682026,0.7708333730697632,0.01,0.25,0.8834688663482666,0.8908891081809998,0.9135892391204834,0.9538742899894714,0.8023255467414856,0.9244316816329956,0.9512194991111756,0.8908891081809998,0.028357690200209618,0.7272727489471436,0.9494949579238892,29,0.8766472339630127,0.9135892391204834,0.892624020576477,0.8502193093299866,0.02400835044682026,0.8502193093299866,0.8601313233375549,0.6969696879386902,0.03270702809095383,1.0,0.9244316816329956,0.8064992427825928,0.892624020576477,0.6727272868156433,0.8766472339630127,0.905601441860199,0.696969747543335,0.9452054500579834,0.696969747543335,0.8232323527336121,0.7831650376319885,0.811660885810852,0.9591836929321288,0.811660885810852,0.9494949579238892,0.9543147087097168,0.8232322931289673,0.030377468094229695,0.9029982089996338,0.9029982089996338,0.02400835044682026,0.905601441860199,0.8818670511245728,0.9024389982223512
smart_init_box_adapter_bert_ms,2,fcwjiju5,0.9567567706108092,0.8386363387107849,0.8383838534355164,0.9135802388191224,0.02887961082160473,0.8761904835700989,0.51,0.25,0.9242820143699646,0.8925909399986267,0.9146644473075868,0.9597278833389282,0.8924731612205505,0.9244722723960876,0.9600000381469728,0.8925909399986267,0.030793320387601852,0.8409090638160706,0.9595959186553956,38,0.8796716332435608,0.9146644473075868,0.8929682970046997,0.8533499240875244,0.02887961082160473,0.8533499240875244,0.9157299399375916,0.8383838534355164,0.03305497765541077,1.0,0.9244722723960876,0.8952236175537109,0.8929682970046997,0.8363636136054993,0.8796716332435608,0.9058954119682312,0.8383838534355164,0.954023003578186,0.8383838534355164,0.8939393758773804,0.8755892515182495,0.8170976042747498,0.9591836929321288,0.8170976042747498,0.9494949579238892,0.9543147087097168,0.8939393758773804,0.0318840891122818,0.9050626754760742,0.9050626754760742,0.02887961082160473,0.9058954119682312,0.92560476064682,0.9200000166893004
smart_init_box_adapter_bert_ms,1,4ni8ccpk,0.939226508140564,0.781818151473999,0.7676767706871033,0.9090909361839294,0.026443980634212497,0.7659574151039124,0.63,0.25,0.8970975875854492,0.8914473056793213,0.913808822631836,0.9304504990577698,0.8351649045944214,0.9240373969078064,0.9160839319229126,0.8914473056793213,0.02957550436258316,0.9090909361839294,0.9797980189323424,35,0.8781594038009644,0.913808822631836,0.8912460803985596,0.8513481616973877,0.026443980634212497,0.8513481616973877,0.8816483616828918,0.7676767706871033,0.03375086933374405,0.9090909361839294,0.9240373969078064,0.8436422944068909,0.8912460803985596,0.6545454263687134,0.8781594038009644,0.9051436185836792,0.7676767706871033,0.91566264629364,0.7676767706871033,0.8585858345031738,0.837710440158844,0.8148694038391113,0.9591836929321288,0.8148694038391113,0.9494949579238892,0.9543147087097168,0.8585858345031738,0.03152553737163544,0.9038042426109314,0.9038042426109314,0.026443982496857643,0.9051436185836792,0.915195882320404,0.9230769276618958
smart_init_box_adapter_bert_ms,0,819rsrdc,0.924731194972992,0.7931817770004272,0.7878788709640503,0.8505746722221375,0.027139876037836075,0.8200000524520874,0.46,0.25,0.8958333134651184,0.89139723777771,0.9136085510253906,0.9102533459663392,0.8342245221138,0.92357337474823,0.885788083076477,0.89139723777771,0.02992345206439495,0.8409090638160706,0.9242424368858336,34,0.8785914778709412,0.9136085510253906,0.8900580406188965,0.8510486483573914,0.027139876037836075,0.8510486483573914,0.8765676021575928,0.7878788113594055,0.031837157905101776,0.8604651093482971,0.92357337474823,0.8369309902191162,0.8900580406188965,0.7454545497894287,0.8785914778709412,0.9045818448066713,0.7878788113594055,0.8863636255264282,0.7878788113594055,0.868686854839325,0.8452862501144409,0.8153150677680969,0.9591836929321288,0.8153150677680969,0.9494949579238892,0.9543147087097168,0.8686869144439697,0.03085065633058548,0.90385639667511,0.90385639667511,0.027139876037836075,0.9045818448066713,0.8956038951873779,0.9111111164093018
no_init_kenn_horizontal_adapter_bert_ms,2,i0tlwrk5,0.3991684019565582,0.9909090995788574,0.9873673319816588,0.37130799889564514,0.03392484784126282,0.4426229596138001,0.01,0.375,0.5655375719070435,0.8809548616409302,0.9001525640487671,0.487729549407959,0.4074843823909759,0.8861632943153381,0.2568467855453491,0.8809548616409302,0.03340292349457741,1.0,0.9915825128555298,15,0.9008424878120422,0.9001525640487671,0.8788995742797852,0.8727134466171265,0.03409881889820099,0.8727134466171265,0.6506713032722473,0.9898989796638488,0.034156810492277145,0.22797927260398865,0.8861632943153381,0.4079512655735016,0.8788995742797852,0.9818181991577148,0.9008424878120422,0.8619264364242554,0.9898989796638488,0.2565445005893707,0.9848484992980956,0.9696969985961914,0.977104425430298,0.8666137456893921,0.9494949579238892,0.8666137456893921,0.9494949579238892,0.9494949579238892,0.9696969985961914,0.03377566114068031,0.91459059715271,0.91459059715271,0.034011613577604294,0.8619264364242554,0.9805176258087158,0.2857142984867096
no_init_kenn_horizontal_adapter_bert_ms,1,1o6a8wu2,0.6643109321594238,0.9545454978942872,0.9494949579238892,0.7272727489471436,0.03270702809095383,0.6172839403152466,0.05,0.375,0.7817047834396362,0.898910403251648,0.9142716526985168,0.6627378463745117,0.6643109321594238,0.9142716526985168,0.5193591713905334,0.898910403251648,0.03270702809095383,1.0,0.9898989796638488,16,0.8999783992767334,0.9142716526985168,0.889194130897522,0.8770266175270081,0.03270702809095383,0.8770266175270081,0.7817500829696655,0.9494949579238892,0.03409881889820099,0.5714285969734192,0.9142716526985168,0.6727055907249451,0.889194130897522,0.9090909361839294,0.8999783992767334,0.8978448510169983,0.9494949579238892,0.510869562625885,0.9494949579238892,0.9494949579238892,0.9528619647026062,0.8651877045631409,0.9494949579238892,0.8651877045631409,0.9494949579238892,0.9494949579238892,0.9494949579238892,0.033388424664735794,0.914271593093872,0.914271593093872,0.03270702809095383,0.8978448510169983,0.9692760705947876,0.4672897160053253
no_init_kenn_horizontal_adapter_bert_ms,0,scpxjudg,0.42825111746788025,0.9818181991577148,0.9747213125228882,0.42307695746421814,0.03340292349457741,0.4453781545162201,0.01,0.375,0.5931676626205444,0.8840118646621704,0.9035966992378236,0.5024684071540833,0.43497759103775024,0.8929193019866943,0.2789551019668579,0.8840118646621704,0.03322894871234894,1.0,0.9932660460472108,15,0.9006264805793762,0.9035966992378236,0.8797665238380432,0.8729596734046936,0.03375086933374405,0.8729596734046936,0.6622529029846191,0.9797979593276978,0.0342148020863533,0.26829269528388977,0.8929193019866943,0.4344685673713684,0.8797665238380432,0.9636363387107848,0.9006264805793762,0.8679991960525513,0.9797979593276978,0.2795388996601105,0.9696969985961914,0.9646464586257936,0.971043825149536,0.8662571907043457,0.9494949579238892,0.8662571907043457,0.9494949579238892,0.9494949579238892,0.9646464586257936,0.033714670687913895,0.9145326018333436,0.9145326018333436,0.03357599303126335,0.8679991960525513,0.9787471294403076,0.28961747884750366
smart_init_kenn_hybrid_adapter_bert_ms,2,bkowqtmb,0.917475700378418,0.9568182229995728,0.9442013502120972,0.8817204236984253,0.032011136412620544,0.9557521939277648,0.23,0.375,0.9356434941291808,0.9066579937934875,0.9209612607955932,0.905754804611206,0.92233008146286,0.927809238433838,0.883884608745575,0.9066579937934875,0.0328810028731823,0.931818187236786,0.9393939971923828,18,0.9001944065093994,0.9209612607955932,0.9034892320632936,0.8839702010154724,0.03305497765541077,0.8839702010154724,0.9294304847717284,0.9595959782600404,0.032359085977077484,0.8367347121238708,0.927809238433838,0.9189065098762512,0.9034892320632936,0.9818181991577148,0.9001944065093994,0.9132149815559388,0.9595959186553956,0.8878504633903503,0.9292929172515868,0.9545454382896424,0.9543771147727966,0.8652768135070801,0.9494949579238892,0.8652768135070801,0.9494949579238892,0.9494949579238892,0.9545454382896424,0.0326179601252079,0.9142136573791504,0.9142136573791504,0.03252468258142471,0.9132149815559388,0.9469090700149536,0.931034505367279
smart_init_kenn_top_down_adapter_bert_ms,2,dhu2kznp,0.931034505367279,0.9568182229995728,0.9519598484039308,0.9111111760139464,0.032533057034015656,0.9557521939277648,0.5,0.375,0.942643404006958,0.906953990459442,0.92110413312912,0.9239445924758912,0.935960590839386,0.9280992150306702,0.911169409751892,0.906953990459442,0.0328810028731823,0.931818187236786,0.9494949579238892,18,0.9001944065093994,0.92110413312912,0.9045592546463012,0.8844820857048035,0.03305497765541077,0.8844820857048035,0.9389143586158752,0.9595959782600404,0.03270702809095383,0.8913043737411499,0.9280992150306702,0.9334360361099244,0.9045592546463012,0.9818181991577148,0.9001944065093994,0.9138157963752748,0.9595959186553956,0.9134615659713744,0.9444444179534912,0.9545454382896424,0.9543771743774414,0.8652768135070801,0.9494949579238892,0.8652768135070801,0.9494949579238892,0.9494949579238892,0.9545454382896424,0.032793786376714706,0.9142136573791504,0.9142136573791504,0.03279193863272667,0.9138157963752748,0.9520134925842284,0.931034505367279
smart_init_kenn_bottom_up_adapter_bert_ms,2,hqb6gyx9,0.9134615659713744,0.9704545736312866,0.956904113292694,0.8958333134651184,0.032533057034015656,0.9464285373687744,0.19,0.375,0.935960590839386,0.906678318977356,0.920905828475952,0.9020808935165404,0.9230769872665404,0.9275773167610168,0.8783738613128662,0.906678318977356,0.03305497765541077,0.9772727489471436,0.9629629850387572,26,0.9004104733467102,0.920905828475952,0.9032731652259828,0.8841457962989807,0.03340292349457741,0.8841457962989807,0.9317644834518432,0.9696969985961914,0.03317096084356308,0.8269230723381042,0.9275773167610168,0.9221211671829224,0.9032731652259828,0.9636363387107848,0.9004104733467102,0.913033962249756,0.9696969985961914,0.8807339668273926,0.9444444179534912,0.9595959782600404,0.9634680151939392,0.8658115863800049,0.9494949579238892,0.8658115863800049,0.9494949579238892,0.9494949579238892,0.9595959186553956,0.033112868666648865,0.9143296480178832,0.9143296480178832,0.03296225145459175,0.913033962249756,0.9612764716148376,0.9298245906829834
smart_init_kenn_hybrid_adapter_bert_ms,1,7xc3rku5,0.8407079577445984,0.9727272987365724,0.9357184171676636,0.7719298005104065,0.031141268089413643,0.9285714626312256,0.05,0.375,0.8962264060974121,0.904906690120697,0.919750988483429,0.8301156759262085,0.8495575785636902,0.925236999988556,0.7704260349273682,0.904906690120697,0.03305497765541077,1.0,0.9360269904136658,24,0.9004104733467102,0.919750988483429,0.8990399241447449,0.8821591734886169,0.03340292349457741,0.8821591734886169,0.8924830555915833,0.9696969985961914,0.03224310278892517,0.6285714507102966,0.925236999988556,0.8598376512527466,0.8990399241447449,0.9454545378684998,0.9004104733467102,0.909447968006134,0.9696969985961914,0.7559055089950562,0.9040404558181764,0.9595959782600404,0.9649832248687744,0.8659006953239441,0.9494949579238892,0.8659006953239441,0.9494949579238892,0.9494949579238892,0.9595959186553956,0.03264399245381355,0.9143296480178832,0.9143296480178832,0.03223247081041336,0.909447968006134,0.9476649165153505,0.9122806787490844
smart_init_kenn_top_down_adapter_bert_ms,1,dapa6knt,0.8755760192871094,0.9727272987365724,0.959489643573761,0.8380952477455139,0.03270702809095383,0.9285714626312256,0.21,0.375,0.9156627058982848,0.9057916402816772,0.9201948642730712,0.8610290288925171,0.8847925662994385,0.9261358380317688,0.816796064376831,0.9057916402816772,0.03305497765541077,1.0,0.9663299918174744,24,0.9004104733467102,0.9201948642730712,0.9008583426475524,0.8830336928367615,0.03340292349457741,0.8830336928367615,0.9100470542907716,0.9696969985961914,0.03328694403171539,0.7213114500045776,0.9261358380317688,0.887968122959137,0.9008583426475524,0.9454545378684998,0.9004104733467102,0.9112374186515808,0.9696969985961914,0.8135592937469482,0.9494949579238892,0.9595959782600404,0.9649832248687744,0.8659006953239441,0.9494949579238892,0.8659006953239441,0.9494949579238892,0.9494949579238892,0.9595959186553956,0.03317055478692055,0.9143296480178832,0.9143296480178832,0.03305131196975708,0.9112374186515808,0.9629511833190918,0.9122806787490844
smart_init_kenn_bottom_up_adapter_bert_ms,1,2tlyr0jv,0.8565022349357605,0.9818181991577148,0.9538773894309998,0.792792797088623,0.032011136412620544,0.9464285373687744,0.060000000000000005,0.375,0.9073634147644044,0.905418574810028,0.9200101494789124,0.8453453779220581,0.8699551224708557,0.9256429076194764,0.793270468711853,0.905418574810028,0.03322894871234894,1.0,0.9461280107498168,24,0.9006264805793762,0.9200101494789124,0.899935781955719,0.8827754259109497,0.03375086933374405,0.8827754259109497,0.9038453102111816,0.9797979593276978,0.032591044902801514,0.6567164063453674,0.9256429076194764,0.8775306940078735,0.899935781955719,0.9636363387107848,0.9006264805793762,0.9102619886398317,0.9797979593276978,0.7822580933570862,0.9292929172515868,0.9646464586257936,0.971043825149536,0.8662571907043457,0.9494949579238892,0.8662571907043457,0.9494949579238892,0.9494949579238892,0.9646464586257936,0.0329069048166275,0.9144456386566162,0.9144456386566162,0.0328579917550087,0.9102619886398317,0.9552974700927734,0.9298245906829834
smart_init_kenn_hybrid_adapter_bert_ms,0,c22wvfok,0.9444444179534912,0.9409090876579284,0.9368619322776794,0.9438202381134032,0.032185107469558716,0.9357798099517822,0.75,0.375,0.9444444179534912,0.9070121645927428,0.9210398197174072,0.9424242973327636,0.939393937587738,0.9281779527664183,0.9388889074325562,0.9070121645927428,0.032533057034015656,0.9545454382896424,0.9562289714813232,25,0.8997623920440674,0.9210398197174072,0.9056463241577148,0.8846750259399414,0.032359082251787186,0.8846750259399414,0.9430971741676332,0.939393937587738,0.03293899446725845,0.9333333373069764,0.9281779527664183,0.939897894859314,0.9056463241577148,0.9272727370262146,0.8997623920440674,0.9143797755241394,0.939393937587738,0.939393937587738,0.9343434572219848,0.9444444179534912,0.9437710642814636,0.8646529316902161,0.9494949579238892,0.8646529316902161,0.9494949579238892,0.9494949579238892,0.9444444179534912,0.032734766602516174,0.9140106439590454,0.9140106439590454,0.0322718620300293,0.9143797755241394,0.9503002166748048,0.9444444179534912
