name,instance,run_id,test/macro_example/precision,test_pretraining/micro/precision,test_pretraining/macro_types/recall,test_pretraining/macro_example/precision,test_incremental_computer-programming_language/macro_types/recall,test_pretraining/micro/recall,test_pretraining/macro_types/precision,epoch,test_pretraining/macro_example/recall,test_incremental/macro_example/precision,test_incremental/macro_example_exclusive/f1,test_incremental_computer-programming_language/macro_types/precision,test/micro/f1,test/micro/recall,test/macro_example/f1,test/macro_types/precision,test_incremental_only/macro_types/recall,threshold_pretraining,test_incremental/macro_types/f1,test_incremental_computer/macro_types/precision,test_incremental_only/macro_example_exclusive/precision,test_incremental/micro/f1,test_pretraining/macro_example/f1,test_incremental_only/micro/recall,test_incremental/macro_types/precision,test_incremental/macro_example_exclusive/precision,test_incremental/macro_types/recall,test_incremental_only/macro_example_exclusive/recall,test/micro/precision,test_pretraining/micro/f1,test_incremental_only/macro_types/precision,test_incremental_computer-algorithm/macro_types/f1,test/macro_types/f1,test/macro_example/recall,test_incremental/macro_example/f1,test_incremental/micro/precision,test_incremental_only/micro/precision,test_incremental_only/macro_example/recall,test/macro_types/recall,test_incremental_computer/macro_types/f1,threshold_incremental,test_incremental_only/micro/f1,test_incremental_computer-algorithm/macro_types/recall,test_incremental_computer-algorithm/macro_types/precision,test_pretraining/macro_types/f1,test_incremental_only/macro_types/f1,test_incremental_only/macro_example/f1,test_incremental/macro_example_exclusive/recall,test_incremental_computer/macro_types/recall,test_incremental_only/macro_example/precision,test_incremental_only/macro_example_exclusive/f1,test_incremental_computer-programming_language/macro_types/f1,test_incremental/micro/recall,test_incremental/macro_example/recall
no_init_box_kenn_horizontal_adapter_bert_ms,1,ze8n657a,0.9245187044143676,0.9051177501678468,0.7894386053085327,0.9245187044143676,0.0,0.870806097984314,0.8749290704727173,27,0.8993446826934814,0.017397355288267136,0.6118143796920776,0.0,0.8876304626464844,0.870806097984314,0.9117579460144044,0.8749290704727173,0.13333334028720856,0.25,0.4714619219303131,0.9803921580314636,0.13333334028720856,0.6480446457862854,0.9117579460144044,0.13333334028720856,0.6601307392120361,0.8333333730697632,0.36666667461395264,0.13333334028720856,0.9051177501678468,0.8876304626464844,0.5,0.4210526645183563,0.8299882411956787,0.8993446826934814,0.012772742658853533,0.98305082321167,1.0,0.0027835769578814507,0.7894386053085327,0.900900900363922,0.03,0.2352941334247589,0.2666666805744171,1.0,0.8299882411956787,0.21052633225917816,0.0027835769578814507,0.48333337903022766,0.8333333134651184,0.0027835769578814507,0.13333334028720856,0.0,0.4833333194255829,0.01009046658873558
no_init_box_kenn_horizontal_adapter_bert_ms,0,9dwvqn8n,0.9245187044143676,0.905267894268036,0.7940137982368469,0.9245187044143676,0.0,0.8723311424255371,0.8749290704727173,28,0.9005625247955322,0.017397355288267136,0.6565657258033752,0.0,0.8884943127632141,0.8723311424255371,0.9123833775520324,0.8749290704727173,0.25,0.25,0.5312294960021973,0.9803921580314636,0.25,0.698924720287323,0.9123833775520324,0.25,0.6601307392120361,0.8333333730697632,0.444444477558136,0.25,0.905267894268036,0.8884943127632141,0.5,0.6666666865348816,0.8325098752975464,0.9005625247955322,0.01370700728148222,0.9848484992980956,1.0,0.0052192071452736855,0.7940137982368469,0.900900900363922,0.02,0.4000000059604645,0.5,1.0,0.8325098752975464,0.3333333432674408,0.0052192071452736855,0.5416667461395264,0.8333333134651184,0.0052192071452736855,0.25,0.0,0.5416666865348816,0.011308280751109123
no_init_box_adapter_bert_ms,2,jphtiodn,0.9228949546813964,0.9037469029426576,0.809700071811676,0.9228949546813964,0.5666666626930237,0.8775599002838135,0.8872747421264648,46,0.9041000604629515,0.01844119653105736,0.80632483959198,0.6296296119689941,0.8904609084129333,0.8775599002838135,0.9134008288383484,0.8872747421264648,0.6499999761581421,0.25,0.7825750112533569,0.9803921580314636,0.6500000357627869,0.8090909123420715,0.9134008288383484,0.6499999761581421,0.8700072765350342,0.8833333849906921,0.7111111879348755,0.6500000357627869,0.9037469029426576,0.8904609084129333,0.8148148059844971,0.8461538553237915,0.8467143177986145,0.9041000604629515,0.016833502799272537,0.8899999856948853,0.795918345451355,0.013569938018918036,0.809700071811676,0.900900900363922,0.08,0.7155963182449341,0.7333333492279053,1.0,0.8467143177986145,0.723135232925415,0.013569938018918036,0.7416666746139526,0.8333333134651184,0.013569938018918036,0.6500000357627869,0.596491277217865,0.7416666746139526,0.015483645722270012
no_init_box_adapter_bert_ms,1,4t3iu0qq,0.9224309921264648,0.9030452370643616,0.8129680752754211,0.9224309921264648,0.699999988079071,0.8786492347717285,0.8866938352584839,40,0.9048538208007812,0.01913709193468094,0.8447713851928711,0.6000000238418579,0.8906802535057068,0.8786492347717285,0.9135578274726868,0.8866938352584839,0.7333333492279053,0.25,0.8107139468193054,0.9803921580314636,0.7333333492279053,0.8209607005119324,0.9135578274726868,0.7333333492279053,0.860130786895752,0.9166667461395264,0.7666667103767395,0.7333333492279053,0.9030452370643616,0.8906802535057068,0.800000011920929,0.8679245114326477,0.8482319712638855,0.9048538208007812,0.017636142671108246,0.8623853325843811,0.7586206793785095,0.015309672802686691,0.8129680752754211,0.900900900363922,0.02,0.7457627058029175,0.7666666507720947,1.0,0.8482319712638855,0.7652174830436707,0.015309672802686691,0.783333420753479,0.8333333134651184,0.015309672802686691,0.7333333492279053,0.6461538672447205,0.7833333611488342,0.016353514045476913
no_init_box_adapter_bert_ms,0,am733ent,0.9237648248672484,0.9048152565956116,0.8175432085990906,0.9237648248672484,0.8999999761581421,0.8801742792129517,0.8909718990325928,36,0.9058396816253662,0.01948503777384758,0.8851330280303955,0.8181818127632141,0.892324686050415,0.8801742792129517,0.9147143959999084,0.8909718990325928,0.8500000238418579,0.25,0.8864520788192749,0.9803921580314636,0.8500000238418579,0.8859648704528809,0.9147143959999084,0.8500000238418579,0.9328579902648926,0.9333333373069764,0.8444444537162781,0.8500000238418579,0.9048152565956116,0.892324686050415,0.9090908765792848,0.888888955116272,0.8526796102523804,0.9058396816253662,0.018478769809007645,0.9351851940155028,0.8947368264198303,0.017745302990078926,0.8175432085990906,0.900900900363922,0.01,0.8717948198318481,0.800000011920929,1.0,0.8526796102523804,0.8785529732704163,0.017745302990078926,0.8416666984558105,0.8333333134651184,0.017745302990078926,0.8500000238418579,0.8571428060531616,0.8416666388511658,0.017571330070495605
no_init_kenn_horizontal_adapter_bert_ms,2,1fft3igm,0.9264092445373536,0.9112386703491212,0.8637022376060486,0.9264092445373536,0.8333333134651184,0.8991285562515259,0.8985337615013123,123,0.9141556024551392,0.02000695839524269,0.941371738910675,0.6578947305679321,0.905143141746521,0.8991285562515259,0.92024165391922,0.8985337615013123,0.9166666269302368,0.375,0.8750661611557007,0.9824561476707458,0.9166667461395264,0.8880000114440918,0.92024165391922,0.9166666865348816,0.8324979543685913,0.9583333730697632,0.9222222566604614,0.9166667461395264,0.9112386703491212,0.905143141746521,0.7575187683105469,0.9230769276618958,0.8807737827301025,0.9141556024551392,0.019652852788567543,0.8538461327552795,0.7534246444702148,0.01913709193468094,0.8637022376060486,0.9572649598121644,0.11,0.8270676136016846,1.0,0.8571428656578064,0.8807737827301025,0.8295283913612366,0.01913709193468094,0.9250000715255736,0.9333333373069764,0.01913709193468094,0.9166667461395264,0.7352941036224365,0.925000011920929,0.01931106485426426
no_init_kenn_horizontal_adapter_bert_ms,1,374n4ht2,0.927685022354126,0.913101315498352,0.8584734797477722,0.927685022354126,0.7333333492279053,0.8973855972290039,0.9025557041168212,120,0.9128798246383668,0.01983298733830452,0.9018433094024658,0.7586206793785095,0.9051752090454102,0.8973855972290039,0.9202228784561156,0.9025557041168212,0.7833333015441895,0.375,0.8657873868942261,0.9824561476707458,0.783333420753479,0.8879310488700867,0.9202228784561156,0.7833333611488342,0.9008718132972716,0.9500000476837158,0.8333333730697632,0.783333420753479,0.913101315498352,0.9051752090454102,0.8600795269012451,0.8928570747375488,0.8799628615379333,0.9128798246383668,0.01882762834429741,0.9196428656578064,0.8545454740524292,0.016353514045476913,0.8584734797477722,0.9572649598121644,0.72,0.8173912763595581,0.8333333134651184,0.9615384340286256,0.8799628615379333,0.8199144005775452,0.016353514045476913,0.8583333492279053,0.9333333373069764,0.016353514045476913,0.7833333611488342,0.7457627058029175,0.8583333492279053,0.017919275909662247
no_init_kenn_horizontal_adapter_bert_ms,0,argkhfqn,0.9263222217559814,0.911764681339264,0.8610878586769104,0.9263222217559814,0.8999999761581421,0.8982570767402649,0.901040017604828,44,0.9134017825126648,0.01983298733830452,0.9199095368385316,0.6428571343421936,0.9049604535102844,0.8982570767402649,0.9198166131973268,0.901040017604828,0.8500000238418579,0.375,0.8764390349388123,0.9824561476707458,0.8500000238418579,0.8806584477424622,0.9198166131973268,0.8500000238418579,0.8751044273376465,0.9500000476837158,0.8777778148651123,0.8500000238418579,0.911764681339264,0.9049604535102844,0.8214285373687744,0.888888955116272,0.880611002445221,0.9134017825126648,0.019204793497920036,0.869918704032898,0.7727272510528564,0.017745302990078926,0.8610878586769104,0.9572649598121644,0.78,0.8095238208770752,0.800000011920929,1.0,0.880611002445221,0.8354700803756714,0.017745302990078926,0.8916667699813843,0.9333333373069764,0.017745302990078926,0.8500000238418579,0.7499999403953552,0.8916666507720947,0.018615171313285828
smart_init_box_kenn_hybrid_adapter_bert_ms,2,oi4vrva5,0.9163999557495116,0.890748918056488,0.8201575875282288,0.9163999557495116,0.8999999761581421,0.8810457587242126,0.8716611266136169,15,0.90659362077713,0.01246810518205166,0.7099056839942932,0.40909090638160706,0.8858708143234253,0.8810457587242126,0.9114704728126526,0.8716611266136169,0.9166666269302368,0.25,0.7196694016456604,0.9803921580314636,0.4583333730697632,0.6930692195892334,0.9114704728126526,0.9166666865348816,0.6045752167701721,0.5972222685813904,0.888888955116272,0.9166667461395264,0.890748918056488,0.8858708143234253,0.4166666865348816,0.5833333730697632,0.8451253771781921,0.90659362077713,0.014820578508079052,0.5737704634666443,0.4166666567325592,0.01913709193468094,0.8201575875282288,0.900900900363922,0.09,0.5729166269302368,0.9333333373069764,0.42424243688583374,0.8451253771781921,0.5729166865348816,0.012758061289787292,0.875,0.8333333134651184,0.00956854596734047,0.6111111640930176,0.5625,0.875,0.018267223611474037
smart_init_box_kenn_top_down_adapter_bert_ms,2,f0utb87o,0.916051983833313,0.8903083801269531,0.8188503980636597,0.916051983833313,0.8666666746139526,0.8806100487709045,0.8710750341415405,14,0.9062456488609314,0.01270007062703371,0.7120265960693359,0.3880597054958343,0.8854327201843262,0.8806100487709045,0.9111224412918092,0.8710750341415405,0.8833333253860474,0.25,0.7053145170211792,0.9803921580314636,0.44166669249534607,0.6798679828643799,0.9111224412918092,0.8833333253860474,0.594612181186676,0.60833340883255,0.8666667342185974,0.8833333849906921,0.8903083801269531,0.8854327201843262,0.40172216296195984,0.5684210062026978,0.8441557288169861,0.9062456488609314,0.014864854514598846,0.562841534614563,0.4015151560306549,0.01844119653105736,0.8188503980636597,0.900900900363922,0.34,0.5520833730697632,0.8999999761581421,0.4153846204280853,0.8441557288169861,0.552278995513916,0.012294131331145763,0.8583333492279053,0.8333333134651184,0.00922059826552868,0.588888943195343,0.5360824465751648,0.8583333492279053,0.017919275909662247
smart_init_box_kenn_bottom_up_adapter_bert_ms,2,cuxc6ak7,0.9233298897743224,0.9037684798240662,0.810353696346283,0.9233298897743224,0.6666666865348816,0.8777777552604675,0.8867440819740295,75,0.9042449593544006,0.017977267503738403,0.8017241358757019,0.7692307829856873,0.8905835151672363,0.8777777552604675,0.9136877655982972,0.8867440819740295,0.6666666865348816,0.25,0.7855228185653687,0.9803921580314636,0.6333333849906921,0.814479649066925,0.9136877655982972,0.6666666865348816,0.8609854578971863,0.8611111640930176,0.7222222089767456,0.6666666865348816,0.9037684798240662,0.8905835151672363,0.8012820482254028,0.7407407760620117,0.8468296527862549,0.9042449593544006,0.016737455502152443,0.8910890817642212,0.800000011920929,0.013917884789407252,0.810353696346283,0.900900900363922,0.53,0.7272727489471436,0.6666666865348816,0.8333333134651184,0.8468296527862549,0.727802038192749,0.013561015017330648,0.75,0.8333333134651184,0.013221990317106249,0.6495726704597473,0.7142857313156128,0.75,0.015657620504498482
smart_init_box_kenn_hybrid_adapter_bert_ms,1,13zcmvjg,0.9184585809707642,0.8944222927093506,0.8181968331336975,0.9184585809707642,0.800000011920929,0.8803921341896057,0.8738595843315125,23,0.9061876535415648,0.01223614066839218,0.6938105225563049,0.4363636374473572,0.8873517513275146,0.8803921341896057,0.91228187084198,0.8738595843315125,0.8666666746139526,0.25,0.733517587184906,0.9803921580314636,0.4333333373069763,0.725978672504425,0.91228187084198,0.8666666746139526,0.641948938369751,0.5861111879348755,0.855555534362793,0.8666666746139526,0.8944222927093506,0.8873517513275146,0.4727272689342499,0.6588234901428223,0.8451126217842102,0.9061876535415648,0.014484560117125511,0.6335403919219971,0.4727272689342499,0.018093250691890717,0.8181968331336975,0.900900900363922,0.22,0.611764669418335,0.9333333373069764,0.5090909004211426,0.8451126217842102,0.611764669418335,0.01206216774880886,0.8500000238418579,0.8333333134651184,0.009046625345945358,0.5777778029441833,0.5647058486938477,0.8500000238418579,0.017745302990078926
smart_init_box_kenn_top_down_adapter_bert_ms,1,fb0lk8cp,0.91869056224823,0.8948184251785278,0.8181968331336975,0.91869056224823,0.800000011920929,0.8803921341896057,0.8742029070854187,16,0.9061876535415648,0.01223614066839218,0.6938105225563049,0.4444444477558136,0.8875465989112854,0.8803921341896057,0.9123963117599488,0.8742029070854187,0.8666666746139526,0.25,0.7373127341270447,0.9803921580314636,0.4333333373069763,0.7311828136444092,0.9123963117599488,0.8666666746139526,0.6477850675582886,0.5861111879348755,0.855555534362793,0.8666666746139526,0.8948184251785278,0.8875465989112854,0.48148149251937866,0.6666666865348816,0.8452731370925903,0.9061876535415648,0.014484560117125511,0.6415094137191772,0.48148149251937866,0.018093250691890717,0.8181968331336975,0.900900900363922,0.45,0.6190476417541504,0.9333333373069764,0.5185185074806213,0.8452731370925903,0.6190476417541504,0.01206216774880886,0.8500000238418579,0.8333333134651184,0.009046625345945358,0.5777778029441833,0.5714285373687744,0.8500000238418579,0.017745302990078926
smart_init_box_kenn_bottom_up_adapter_bert_ms,1,jfayq86u,0.9207782745361328,0.8982824087142944,0.8090465068817139,0.9207782745361328,0.699999988079071,0.8773420453071594,0.8753061890602112,36,0.9040130376815796,0.013859894126653671,0.6968854665756226,0.5833333134651184,0.8876886963844299,0.8773420453071594,0.9123186469078064,0.8753061890602112,0.6333333253860474,0.25,0.6828609108924866,0.9803921580314636,0.35833337903022766,0.7154472470283508,0.9123186469078064,0.6333333253860474,0.6665409803390503,0.6638889908790588,0.7000000476837158,0.6333333849906921,0.8982824087142944,0.8876886963844299,0.5096153616905212,0.49275362491607666,0.840873122215271,0.9040130376815796,0.01454875525087118,0.6984127163887024,0.5066666603088379,0.013221990317106249,0.8090465068817139,0.900900900363922,0.36000000000000004,0.5629629492759705,0.5666666626930237,0.43589743971824646,0.840873122215271,0.5647784471511841,0.009555388242006302,0.73333340883255,0.8333333134651184,0.007480863016098738,0.4577031135559082,0.6363636255264282,0.7333333492279053,0.015309672802686691
smart_init_box_kenn_hybrid_adapter_bert_ms,0,i06kl2ob,0.9175597429275512,0.8923687934875488,0.8214647769927979,0.9175597429275512,0.9333333373069764,0.8814814686775208,0.8730616569519043,10,0.9068835973739624,0.012816052883863447,0.7271526455879211,0.4444444477558136,0.8868917226791382,0.8814814686775208,0.9121904373168944,0.8730616569519043,0.949999988079071,0.25,0.7437867522239685,0.9803921580314636,0.4750000238418579,0.7205386757850647,0.9121904373168944,0.949999988079071,0.6283847093582153,0.6138889789581299,0.9111111164093018,0.9500000476837158,0.8923687934875488,0.8868917226791382,0.4523809552192688,0.6236559152603149,0.8464776277542114,0.9068835973739624,0.015180638059973717,0.604519784450531,0.4523809552192688,0.01983298547565937,0.8214647769927979,0.900900900363922,0.01,0.6129032373428345,0.9666666388511658,0.460317462682724,0.8464776277542114,0.6129032373428345,0.013221990317106249,0.8916667103767395,0.8333333134651184,0.009916492737829683,0.6333333849906921,0.602150559425354,0.8916666507720947,0.018615171313285828
